ID,Title,Relase,Audience Rating,Runtime,Genre,IMDB Rating,Votes,Box Office Earnings,Director,Actors,Description,Genre1,Genre2,Genre3,Drama,Crime,Adventure,Romance,SciFi,War,Family,Music,Comedy,Mystery,Musical,Biography,Action,Western,Thriller,Horror,FilmNoir,Fantasy,Sport,History,clean_plot,genre_new
720,The Theory of Everything,-2014,PG-13,123 min,"Biography, Drama, Romance",7.7,"3,88,379","3,88,379",James Marsh,"[Eddie Redmayne, Felicity Jones, Tom Prior, Sophie Perry]",A look at the relationship between the famous physicist Stephen Hawking and his wife.,Biography,Drama,Romance,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,look relationship famous physicist stephen hawking wife,"['Biography', ' Drama', ' Romance']"
721,Kingsman: The Secret Service,-2014,R,129 min,"Action, Adventure, Comedy",7.7,"5,76,998","5,76,998",Matthew Vaughn,"[Colin Firth, Taron Egerton, Samuel L. Jackson, Michael Caine]","A spy organisation recruits a promising street kid into the agencys training program, while a global threat emerges from a twisted tech genius.",Action,Adventure,Comedy,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,spy organisation recruits promising street kid agencys training program global threat emerges twisted tech genius,"['Action', ' Adventure', ' Comedy']"
722,The Fault in Our Stars,-2014,PG-13,126 min,"Drama, Romance",7.7,"3,35,312","3,35,312",Josh Boone,"[Shailene Woodley, Ansel Elgort, Nat Wolff, Laura Dern]",Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.,Drama,Romance,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,two teenage cancer patients begin life affirming journey visit reclusive author amsterdam,"['Drama', ' Romance']"
723,Me and Earl and the Dying Girl,-2015,PG-13,105 min,"Comedy, Drama",7.7,"1,20,038","1,20,038",Alfonso Gomez-Rejon,"[Thomas Mann, RJ Cyler, Olivia Cooke, Nick Offerman]","High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.",Comedy,Drama,None,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,high schooler greg spends time making parodies classic movies co worker earl finds outlook forever altered befriending classmate diagnosed cancer,"['Comedy', ' Drama']"
724,Birdman or (The Unexpected Virtue of Ignorance),-2014,R,119 min,"Comedy, Drama",7.7,"5,63,292","5,63,292",Alejandro G. Iñárritu,"[Michael Keaton, Zach Galifianakis, Edward Norton, Andrea Riseborough]","A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production.",Comedy,Drama,None,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,washed superhero actor attempts revive fading career writing directing starring broadway production,"['Comedy', ' Drama']"
725,Blue Is the Warmest Colour,-2013,NC-17,180 min,"Drama, Romance",7.7,"1,34,575","1,34,575",Abdellatif Kechiche,"[Léa Seydoux, Adèle Exarchopoulos, Salim Kechiouche, Aurélien Recoing]","Adèles life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle grows, seeks herself, loses herself, and ultimately finds herself through love and loss.",Drama,Romance,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ad les life changed meets emma young woman blue hair allow discover desire assert woman adult front others ad le grows seeks loses ultimately finds love loss,"['Drama', ' Romance']"
726,Captain America: The Winter Soldier,-2014,PG-13,136 min,"Action, Adventure, SciFi",7.7,"7,15,943","7,15,943",Anthony Russo,"[Joe Russo, Chris Evans, Samuel L. Jackson, Scarlett Johansson]","As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.",Action,Adventure,SciFi,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,steve rogers struggles embrace role modern world teams fellow avenger h e l agent black widow battle new threat history assassin known winter soldier,"['Action', ' Adventure', ' SciFi']"
727,Nebraska,-2013,R,115 min,"Adventure, Comedy, Drama",7.7,"1,10,244","1,10,244",Alexander Payne,"[Bruce Dern, Will Forte, June Squibb, Bob Odenkirk]","An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize.",Adventure,Comedy,Drama,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,aging booze addled father makes trip montana nebraska estranged son order claim million dollar mega sweepstakes marketing prize,"['Adventure', ' Comedy', ' Drama']"
728,Wreck-It Ralph,-2012,PG,101 min,"Animation, Adventure, Comedy",7.7,"3,69,880","3,69,880",Rich Moore,"[John C. Reilly, Jack McBrayer, Jane Lynch, Sarah Silverman]","A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.",Animation,Adventure,Comedy,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,video game villain wants hero sets fulfill dream quest brings havoc whole arcade lives,"['Animation', ' Adventure', ' Comedy']"
729,The Little Prince,-2015,PG,108 min,"Animation, Adventure, Drama",7.7,"54,703","54,703",Mark Osborne,"[Jeff Bridges, Mackenzie Foy, Rachel McAdams, Marion Cotillard]","A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince.",Animation,Adventure,Drama,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,little girl lives grown world mother tries prepare neighbor aviator introduces girl extraordinary world anything possible world little prince,"['Animation', ' Adventure', ' Drama']"
730,Detachment,-2011,Not Rated,98 min,Drama,7.7,"74,377","74,377",Tony Kaye,"[Adrien Brody, Christina Hendricks, Marcia Gay Harden, Lucy Liu]",A substitute teacher who drifts from classroom to classroom finds a connection to the students and teachers during his latest assignment.,Drama,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,substitute teacher drifts classroom classroom finds connection students teachers latest assignment,['Drama']
731,Midnight in Paris,-2011,PG-13,94 min,"Comedy, Fantasy, Romance",7.7,"3,77,873","3,77,873",Woody Allen,"[Owen Wilson, Rachel McAdams, Kathy Bates, Kurt Fuller]","While on a trip to Paris with his fiancées family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.",Comedy,Fantasy,Romance,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,trip paris fianc es family nostalgic screenwriter finds mysteriously going back every day midnight,"['Comedy', ' Fantasy', ' Romance']"
732,A Star Is Born,-2018,R,136 min,"Drama, Music, Romance",7.7,"3,14,704","3,14,704",Bradley Cooper,"[Lady Gaga, Bradley Cooper, Sam Elliott, Greg Grunberg]",A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,Drama,Music,Romance,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,musician helps young singer find fame age alcoholism send career downward spiral,"['Drama', ' Music', ' Romance']"
733,The Lego Movie,-2014,PG,100 min,"Animation, Action, Adventure",7.7,"3,18,310","3,18,310",Christopher Miller,"[Phil Lord, Chris Pratt, Will Ferrell, Elizabeth Banks]","An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.",Animation,Action,Adventure,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ordinary lego construction worker thought prophesied special recruited join quest stop evil tyrant gluing lego universe eternal stasis,"['Animation', ' Action', ' Adventure']"
734,Gravity,-2013,PG-13,91 min,"Drama, SciFi, Thriller",7.7,"7,52,706","7,52,706",Alfonso Cuarón,"[Sandra Bullock, George Clooney, Ed Harris, Orto Ignatiussen]",Two astronauts work together to survive after an accident leaves them stranded in space.,Drama,SciFi,Thriller,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,two astronauts work together survive accident leaves stranded space,"['Drama', ' SciFi', ' Thriller']"
735,Star Trek Into Darkness,-2013,PG-13,132 min,"Action, Adventure, SciFi",7.7,"4,57,536","4,57,536",J.J. Abrams,"[Chris Pine, Zachary Quinto, Zoe Saldana, Benedict Cumberbatch]","After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",Action,Adventure,SciFi,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,crew enterprise find unstoppable force terror within organization captain kirk leads manhunt war zone world capture one man weapon mass destruction,"['Action', ' Adventure', ' SciFi']"
736,Beasts of No Nation,-2015,Not Rated,137 min,"Drama, War",7.7,"71,098","71,098",Cary Joji Fukunaga,"[Abraham Attah, Emmanuel Affadzi, Ricky Adelayitor, Andrew Adote]","A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.",Drama,War,None,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drama based experiences agu child soldier fighting civil war unnamed african country,"['Drama', ' War']"
737,The Social Network,-2010,PG-13,120 min,"Biography, Drama",7.7,"6,05,720","6,05,720",David Fincher,"[Jesse Eisenberg, Andrew Garfield, Justin Timberlake, Rooney Mara]","As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea, and by the co-founder who was later squeezed out of the business.",Biography,Drama,None,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,harvard student mark zuckerberg creates social networking site would become known facebook sued twins claimed stole idea co founder later squeezed business,"['Biography', ' Drama']"
738,X-Men: First Class,-2011,PG-13,131 min,"Action, Adventure, SciFi",7.7,"6,35,027","6,35,027",Matthew Vaughn,"[James McAvoy, Michael Fassbender, Jennifer Lawrence, Kevin Bacon]","In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Eriks vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them.",Action,Adventure,SciFi,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,superpowered humans charles xavier erik lensherr work together find others like eriks vengeful pursuit ambitious mutant ruined life causes schism divide,"['Action', ' Adventure', ' SciFi']"
739,The Hangover,-2009,R,100 min,Comedy,7.7,"7,03,535","7,03,535",Todd Phillips,"[Zach Galifianakis, Bradley Cooper, Justin Bartha, Ed Helms]","Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.",Comedy,None,None,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,three buddies wake bachelor party las vegas memory previous night bachelor missing make way around city order find friend wedding,['Comedy']
740,Skyfall,-2012,PG-13,143 min,"Action, Adventure, Thriller",7.7,"6,18,438","6,18,438",Sam Mendes,"[Daniel Craig, Javier Bardem, Naomie Harris, Judi Dench]","James Bonds loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",Action,Adventure,Thriller,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,james bonds loyalty tested past comes back haunt mi comes attack must track destroy threat matter personal cost,"['Action', ' Adventure', ' Thriller']"
741,Silver Linings Playbook,-2012,R,122 min,"Comedy, Drama, Romance",7.7,"6,49,065","6,49,065",David O. Russell,"[Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver]","After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.",Comedy,Drama,Romance,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,stint mental institution former teacher pat solitano moves back parents tries reconcile ex wife things get challenging pat meets tiffany mysterious girl problems,"['Comedy', ' Drama', ' Romance']"
742,Argo,-2012,R,120 min,"Biography, Drama, Thriller",7.7,"5,61,272","5,61,272",Ben Affleck,"[Ben Affleck, Bryan Cranston, John Goodman, Alan Arkin]","Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.",Biography,Drama,Thriller,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,acting cover hollywood producer scouting location science fiction film cia agent launches dangerous operation rescue six americans tehran u hostage crisis iran,"['Biography', ' Drama', ' Thriller']"
743,500 Days of Summer,-2009,PG-13,95 min,"Comedy, Drama, Romance",7.7,"4,62,605","4,62,605",Marc Webb,"[Zooey Deschanel, Joseph Gordon-Levitt, Geoffrey Arend, Chloë Grace Moretz]","An offbeat romantic comedy about a woman who doesnt believe true love exists, and the young man who falls for her.",Comedy,Drama,Romance,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,offbeat romantic comedy woman doesnt believe true love exists young man falls,"['Comedy', ' Drama', ' Romance']"
744,Harry Potter and the Deathly Hallows: Part 1,-2010,PG-13,146 min,"Adventure, Family, Fantasy",7.7,"4,60,406","4,60,406",David Yates,"[Daniel Radcliffe, Emma Watson, Rupert Grint, Bill Nighy]","As Harry (Daniel Radcliffe), Ron (Rupert Grint), and Hermione (Emma Watson) race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.",Adventure,Family,Fantasy,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,harry daniel radcliffe ron rupert grint hermione emma watson race time evil destroy horcruxes uncover existence three powerful objects wizarding world deathly hallows,"['Adventure', ' Family', ' Fantasy']"
745,Ponyo,-2008,G,101 min,"Animation, Adventure, Comedy",7.7,"1,19,015","1,19,015",Hayao Miyazaki,"[Cate Blanchett, Matt Damon, Liam Neeson, Tomoko Yamaguchi]","A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him.",Animation,Adventure,Comedy,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,five year old boy develops relationship ponyo young goldfish princess longs become human falling love,"['Animation', ' Adventure', ' Comedy']"
746,Frost/Nixon,-2008,R,122 min,"Biography, Drama, History",7.7,"1,01,033","1,01,033",Ron Howard,"[Frank Langella, Michael Sheen, Kevin Bacon, Sam Rockwell]",A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.,Biography,Drama,History,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,dramatic retelling post watergate television interviews british talk show host david frost former president richard nixon,"['Biography', ' Drama', ' History']"
747,Paprika,-2006,R,90 min,"Animation, Drama, Fantasy",7.7,"67,782","67,782",Satoshi Kon,"[Megumi Hayashibara, Tôru Emori, Katsunosuke Hori, Tôru Furuya]","When a machine that allows therapists to enter their patients dreams is stolen, all Hell breaks loose. Only a young female therapist, Paprika, can stop it.",Animation,Drama,Fantasy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,machine allows therapists enter patients dreams stolen hell breaks loose young female therapist paprika stop,"['Animation', ' Drama', ' Fantasy']"
748,Changeling,-2008,R,141 min,"Biography, Crime, Drama",7.7,"2,32,556","2,32,556",Clint Eastwood,"[Angelina Jolie, Colm Feore, Amy Ryan, Gattlin Griffith]",Grief-stricken mother Christine Collins (Angelina Jolie) takes on the L.A.P.D. to her own detriment when it tries to pass off an obvious impostor as her missing child.,Biography,Crime,Drama,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,grief stricken mother christine collins angelina jolie takes l p detriment tries pass obvious impostor missing child,"['Biography', ' Crime', ' Drama']"
749,Flipped,(I) (2010),PG,90 min,"Comedy, Drama, Romance",7.7,"79,299","79,299",Rob Reiner,"[Madeline Carroll, Callan McAuliffe, Rebecca De Mornay, Anthony Edwards]",Two eighth-graders start to have feelings for each other despite being total opposites.,Comedy,Drama,Romance,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,two eighth graders start feelings despite total opposites,"['Comedy', ' Drama', ' Romance']"
750,Death Note,-2006,Not Rated,126 min,"Crime, Drama, Fantasy",7.7,"28,103","28,103",Shûsuke Kaneko,"[Tatsuya Fujiwara, ""Kenichi Matsuyama"", Asaka Seto, Shigeki Hosokawa]","A battle between the worlds two greatest minds begins when Light Yagami finds the Death Note, a notebook with the power to kill, and decides to rid the world of criminals.",Crime,Drama,Fantasy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,battle worlds two greatest minds begins light yagami finds death note notebook power kill decides rid world criminals,"['Crime', ' Drama', ' Fantasy']"
751,This Is England,-2006,Not Rated,101 min,"Crime, Drama",7.7,"1,13,884","1,13,884",Shane Meadows,"[Thomas Turgoose, Stephen Graham, Jo Hartley, Andrew Shim]","A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit.",Crime,Drama,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,young boy becomes friends gang skinheads friends soon become like family relationships pushed limit,"['Crime', ' Drama']"
752,Ex Machina,-2014,R,108 min,"Drama, Mystery, SciFi",7.7,"4,59,773","4,59,773",Alex Garland,"[Alicia Vikander, Domhnall Gleeson, Oscar Isaac, Sonoya Mizuno]",A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.,Drama,Mystery,SciFi,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,young programmer selected participate ground breaking experiment synthetic intelligence evaluating human qualities highly advanced humanoid,"['Drama', ' Mystery', ' SciFi']"
753,After the Wedding,-2006,R,120 min,Drama,7.7,"31,159","31,159",Susanne Bier,"[Mads Mikkelsen, Sidse Babett Knudsen, Rolf Lassgård, Neeral Mulchandani]","A manager of an orphanage in India is sent to Copenhagen, Denmark, where he discovers a life-altering family secret.",Drama,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,manager orphanage india sent copenhagen denmark discovers life altering family secret,['Drama']
754,The Last King of Scotland,-2006,R,123 min,"Biography, Drama, History",7.7,"1,72,318","1,72,318",Kevin Macdonald,"[James McAvoy, Forest Whitaker, Gillian Anderson, Kerry Washington]",Based on the events of the brutal Ugandan dictator Idi Amins regime as seen by his personal physician during the 1970s.,Biography,Drama,History,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,based events brutal ugandan dictator idi amins regime seen personal physician,"['Biography', ' Drama', ' History']"
755,Zodiac,-2007,R,157 min,"Crime, Drama, Mystery",7.7,"4,39,469","4,39,469",David Fincher,"[Jake Gyllenhaal, Robert Downey Jr., Mark Ruffalo, Anthony Edwards]","In the late 1960s/early 1970s, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.",Crime,Drama,Mystery,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,late early san francisco cartoonist becomes amateur detective obsessed tracking zodiac killer unidentified individual terrorizes northern california killing spree,"['Crime', ' Drama', ' Mystery']"
756,Lucky Number Slevin,-2006,R,110 min,"Crime, Drama, Mystery",7.7,"2,96,165","2,96,165",Paul McGuigan,"[Josh Hartnett, Ben Kingsley, Morgan Freeman, Lucy Liu]",A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the citys most rival crime bosses: The Rabbi and The Boss. Slevin is under constant surveillance by relentless Detective Brikowski as well as the infamous assassin Goodkat and finds himself having to hatch his own ingenious plot to get them before they get him.,Crime,Drama,Mystery,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,case mistaken identity lands slevin middle war plotted two citys rival crime bosses rabbi boss slevin constant surveillance relentless detective brikowski well infamous assassin goodkat finds hatch ingenious plot get get,"['Crime', ' Drama', ' Mystery']"
757,Joyeux Noel,-2005,PG-13,116 min,"Drama, History, Music",7.7,"27,051","27,051",Christian Carion,"[Diane Kruger, Benno Fürmann, Guillaume Canet, Natalie Dessay]","In December 1914, an unofficial Christmas truce on the Western Front allows soldiers from opposing sides of the First World War to gain insight into each others way of life.",Drama,History,Music,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,december unofficial christmas truce western front allows soldiers opposing sides first world war gain insight others way life,"['Drama', ' History', ' Music']"
758,Control,-2007,R,122 min,"Biography, Drama, Music",7.7,"60,491","60,491",Anton Corbijn,"[Sam Riley, Samantha Morton, Craig Parkinson, Alexandra Maria Lara]","A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23.",Biography,Drama,Music,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,profile ian curtis enigmatic singer joy division whose personal professional romantic troubles led commit suicide age,"['Biography', ' Drama', ' Music']"
759,Tangled,-2010,PG,100 min,"Animation, Adventure, Comedy",7.7,"3,94,268","3,94,268",Nathan Greno,"[Byron Howard, Mandy Moore, Zachary Levi, Donna Murphy]","The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",Animation,Adventure,Comedy,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,magically long haired rapunzel spent entire life tower runaway thief stumbled upon discover world first time really,"['Animation', ' Adventure', ' Comedy']"
760,Black Book,-2006,R,145 min,"Drama, Thriller, War",7.7,"71,296","71,296",Paul Verhoeven,"[Carice van Houten, Sebastian Koch, Thom Hoffman, Halina Reijn]","In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.",Drama,Thriller,War,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,nazi occupied netherlands world war ii jewish singer infiltrates regional gestapo headquarters dutch resistance,"['Drama', ' Thriller', ' War']"
761,Brokeback Mountain,-2005,R,134 min,"Drama, Romance",7.7,"3,15,755","3,15,755",Ang Lee,"[Jake Gyllenhaal, Heath Ledger, Michelle Williams, Randy Quaid]","The story of a forbidden and secretive relationship between two cowboys, and their lives over the years.",Drama,Romance,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,story forbidden secretive relationship two cowboys lives years,"['Drama', ' Romance']"
762,3:10 to Yuma,-2007,R,122 min,"Action, Crime, Drama",7.7,"2,82,522","2,82,522",James Mangold,"[Russell Crowe, Christian Bale, Ben Foster, Logan Lerman]",A small-time rancher agrees to hold a captured outlaw whos awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,Action,Crime,Drama,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,small time rancher agrees hold captured outlaw whos awaiting train go court yuma battle wills ensues outlaw tries psych rancher,"['Action', ' Crime', ' Drama']"
763,Crash,(I) (2004),R,112 min,"Crime, Drama, Thriller",7.7,"4,14,147","4,14,147",Paul Haggis,"[Don Cheadle, Sandra Bullock, Thandie Newton, Karina Arroyave]","Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",Crime,Drama,Thriller,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,los angeles citizens vastly separate lives collide interweaving stories race loss redemption,"['Crime', ' Drama', ' Thriller']"
764,Kung Fu Hustle,-2004,R,99 min,"Action, Comedy, Fantasy",7.7,"1,24,176","1,24,176",Stephen Chow,"[Stephen Chow, Wah Yuen, Qiu Yuen, Siu-Lung Leung]","In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf.",Action,Comedy,Fantasy,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,shanghai china wannabe gangster aspires join notorious axe gang residents housing complex exhibit extraordinary powers defending turf,"['Action', ' Comedy', ' Fantasy']"
765,The Bourne Supremacy,-2004,PG-13,108 min,"Action, Mystery, Thriller",7.7,"4,25,654","4,25,654",Paul Greengrass,"[Matt Damon, Franka Potente, Joan Allen, Brian Cox]","When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.",Action,Mystery,Thriller,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,jason bourne framed cia operation gone awry forced resume former life trained assassin survive,"['Action', ' Mystery', ' Thriller']"
766,The Machinist,-2004,R,101 min,"Drama, Thriller",7.7,"3,49,357","3,49,357",Brad Anderson,"[Christian Bale, Jennifer Jason Leigh, Aitana Sánchez-Gijón, John Sharian]",An industrial worker who hasnt slept in a year begins to doubt his own sanity.,Drama,Thriller,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,industrial worker hasnt slept year begins doubt sanity,"['Drama', ' Thriller']"
767,Ray,(I) (2004),PG-13,152 min,"Biography, Drama, Music",7.7,"1,35,570","1,35,570",Taylor Hackford,"[Jamie Foxx, Regina King, Kerry Washington, Clifton Powell]","The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.",Biography,Drama,Music,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,story life career legendary rhythm blues musician ray charles humble beginnings south went blind age seven meteoric rise stardom,"['Biography', ' Drama', ' Music']"
768,Lost in Translation,-2003,R,102 min,"Comedy, Drama",7.7,"4,00,810","4,00,810",Sofia Coppola,"[Bill Murray, Scarlett Johansson, Giovanni Ribisi, Anna Faris]",A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.,Comedy,Drama,None,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,faded movie star neglected young woman form unlikely bond crossing paths tokyo,"['Comedy', ' Drama']"
769,Harry Potter and the Goblet of Fire,-2005,PG-13,157 min,"Adventure, Family, Fantasy",7.7,"5,27,494","5,27,494",Mike Newell,"[Daniel Radcliffe, Emma Watson, Rupert Grint, Eric Sykes]","Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.",Adventure,Family,Fantasy,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,harry potter finds competing hazardous tournament rival schools magic distracted recurring nightmares,"['Adventure', ' Family', ' Fantasy']"
770,Man on Fire,-2004,R,146 min,"Action, Crime, Drama",7.7,"3,22,631","3,22,631",Tony Scott,"[Denzel Washington, Christopher Walken, Dakota Fanning, Radha Mitchell]","In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.",Action,Crime,Drama,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,mexico city former cia operative swears vengeance committed unspeakable act family hired protect,"['Action', ' Crime', ' Drama']"
771,Coraline,-2009,PG,100 min,"Animation, Drama, Family",7.7,"1,89,791","1,89,791",Henry Selick,"[Dakota Fanning, Teri Hatcher, John Hodgman, Jennifer Saunders]","An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.",Animation,Drama,Family,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,adventurous year old girl finds another world strangely idealized version frustrating home sinister secrets,"['Animation', ' Drama', ' Family']"
772,The Last Samurai,-2003,R,154 min,"Action, Drama, War",7.7,"3,90,105","3,90,105",Edward Zwick,"[Tom Cruise, Ken Watanabe, Billy Connolly, William Atherton]",An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.,Action,Drama,War,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,american military advisor embraces samurai culture hired destroy captured battle,"['Action', ' Drama', ' War']"
